dataset,stage,source_file,timestamp,host_or_target,severity,confidence,evidence,mapping,detector
redteam_Demo2,Initial Access,inputs/redteam_demo2/demo2-logs/20260722T145240Z/report.md,-,-,Critical,0.94,Shellshock/controlled exploit proof in red team artifact: - **Shellshock CVE-2014-6271** — `http://192.168.185.3:8080/victim.cgi` | - **Metasploit-confirmed Shellshock exploitability** — `192.168.185.3:8080` | - **Controlled Metasploit Shellshock proof** — `192.168.185.3:8080` | ## Controlled Exploitation Proof,"MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
redteam_Demo2,Privilege Escalation,inputs/redteam_demo2/demo2-logs/20260722T145240Z/report.md,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
redteam_Demo2,Lateral Movement,inputs/redteam_demo2/demo2-logs/20260722T145240Z/report.md,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
redteam_Demo2,Rapid Follow-on Actions,inputs/redteam_demo2/demo2-logs/20260722T145240Z/report.md,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
redteam_Demo1,Reconnaissance,inputs/redteam_demo1/report_20260716T021920Z.md,-,-,High,0.9,red team controller/report shows discovery and enumeration workflow.,"MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",controller_recon_workflow_detector
redteam_Demo1,Initial Access,inputs/redteam_demo1/report_20260716T021920Z.md,-,-,Critical,0.94,"Shellshock/controlled exploit proof in red team artifact: **Task:** Fully assess authorized host 192.168.185.3. Begin with host-level service discovery, then enumerate each discovered service that is also in the authorized target list. Validate likely vulnerabilities only when evidence supports them. Where approved safety gates allow it, prove compromise using controlled non-destructive methods, collect read-only loot, run bounded priviledge-excalation enumeration, clean up any sessions, and prod","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
redteam_Demo1,Privilege Escalation,inputs/redteam_demo1/report_20260716T021920Z.md,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
redteam_Demo1,Lateral Movement,inputs/redteam_demo1/report_20260716T021920Z.md,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
redteam_Demo1,Rapid Follow-on Actions,inputs/redteam_demo1/report_20260716T021920Z.md,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
redteam_Demo1,Reconnaissance,inputs/redteam_demo1/Exercise Transcript.txt,-,-,High,0.9,red team controller/report shows discovery and enumeration workflow.,"MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",controller_recon_workflow_detector
redteam_Demo1,Initial Access,inputs/redteam_demo1/Exercise Transcript.txt,-,-,Critical,0.94,"Shellshock/controlled exploit proof in red team artifact: Task> Fully assess authorized host 192.168.185.3. Begin with host-level service discovery, then enumerate each discovered service that is also in the authorized target list. Validate likely vulnerabilities only when evidence supports them. Where approved safety gates allow it, prove compromise using controlled non-destructive methods, collect read-only loot, run bounded priviledge-excalation enumeration, clean up any sessions, and produce ","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
redteam_Demo1,Privilege Escalation,inputs/redteam_demo1/Exercise Transcript.txt,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
redteam_Demo1,Lateral Movement,inputs/redteam_demo1/Exercise Transcript.txt,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
redteam_Demo1,Rapid Follow-on Actions,inputs/redteam_demo1/Exercise Transcript.txt,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
redteam_Demo1,Rapid Follow-on Actions,inputs/redteam_demo1/demo-logs/vm3log.txt,-,-,Medium,0.77,"Profile/IDOR-style access observed: 192.168.60.1 - - [16/Jul/2026 02:04:36] ""GET /profile/1 HTTP/1.1"" 200 - | 192.168.60.1 - - [16/Jul/2026 02:04:36] ""GET /profile/2 HTTP/1.1"" 200 - | 192.168.60.1 - - [16/Jul/2026 02:04:43] ""GET /profile/1 HTTP/1.1"" 200 - | 192.168.60.1 - - [16/Jul/2026 02:04:43] ""GET /profile/2 HTTP/1.1"" 200 - | 192.168.60.1 - - [16/Jul/2026 02:04:48] ""GET /profile/1 HTTP/1.1"" 200 -","MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",profile_follow_on_detector
redteam_Demo1,Rapid Follow-on Actions,inputs/redteam_demo1/demo-logs/vm3log.txt,-,-,High,0.8,Redis/credential/loot/canary terms observed in artifact.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",follow_on_keyword_detector
redteam_Demo1,Reconnaissance,inputs/redteam_demo1/demo-logs/vm1log.txt,-,-,High,0.86,"HTTP/service-probing indicators detected: nse_count=4601, probe_hits=4625","MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",http_probe_recon_detector
redteam_Demo1,Initial Access,inputs/redteam_demo1/demo-logs/vm1log.txt,-,-,Critical,0.96,"Shellshock/victim.cgi indicators: 192.168.185.1 - - [16/Jul/2026:01:52:56 +0000] ""GET / HTTP/1.1"" 200 10975 ""() { :;}; echo; echo -n hcwtamj; echo wgzhbqz"" ""() { :;}; echo; echo -n hcwtamj; echo wgzhbqz"" | 192.168.185.1 - - [16/Jul/2026:02:15:13 +0000] ""GET / HTTP/1.1"" 200 11011 ""() { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }"" ""() { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;"" | 192.168.185.1 - - [16/Jul/2026:02:15:13 +0000] ""GET /cgi-bin/ HTTP/1.1"" 403 512 ""() { _; } ","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",shellshock_initial_access_detector
Run7,Rapid Follow-on Actions,inputs/Run7/vm3log.txt,-,-,Medium,0.77,"Profile/IDOR-style access observed: 192.168.60.1 - - [21/Sep/2026 22:08:08] ""GET /profile/1 HTTP/1.1"" 200 - | 192.168.60.1 - - [21/Sep/2026 22:08:08] ""GET /profile/2 HTTP/1.1"" 200 - | 192.168.60.1 - - [21/Sep/2026 22:08:15] ""GET /profile/1 HTTP/1.1"" 200 - | 192.168.60.1 - - [21/Sep/2026 22:08:15] ""GET /profile/2 HTTP/1.1"" 200 - | 192.168.60.1 - - [21/Sep/2026 22:08:24] ""GET /profile/1 HTTP/1.1"" 200 -","MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",profile_follow_on_detector
Run7,Reconnaissance,inputs/Run7/vm1log.txt,-,-,High,0.86,"HTTP/service-probing indicators detected: nse_count=2298, probe_hits=4621","MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",http_probe_recon_detector
Run7,Initial Access,inputs/Run7/vm1log.txt,-,-,Critical,0.96,"Shellshock/victim.cgi indicators: 192.168.185.1 - - [21/Sep/2026:22:09:45 +0000] ""GET / HTTP/1.1"" 200 11011 ""() { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }"" ""() { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;"" | 192.168.185.1 - - [21/Sep/2026:22:09:45 +0000] ""GET /cgi-bin/ HTTP/1.1"" 403 512 ""() { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }"" ""() { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;"" | 192.168.185.1 - - [21/Sep/2026:22:09:45 +0000] ""GET /c","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",shellshock_initial_access_detector
Run7,Reconnaissance,inputs/Run7/events.jsonl,-,-,High,0.9,red team controller/report shows discovery and enumeration workflow.,"MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",controller_recon_workflow_detector
Run7,Initial Access,inputs/Run7/events.jsonl,-,-,Critical,0.94,"Shellshock/controlled exploit proof in red team artifact: {""timestamp_utc"": ""2026-09-21T22:11:03.144078+00:00"", ""sequence"": 28, ""run_id"": ""20260921T220813Z"", ""event_type"": ""model_response"", ""model"": ""gpt-5.5"", ""assistant_message"": {""content"": null, ""refusal"": null, ""role"": ""assistant"", ""annotations"": [], ""audio"": null, ""function_call"": null, ""tool_calls"": [{""id"": ""call_NrMq7zUcDJtZn1WaoQLHhOIw"", ""function"": {""arguments"": ""{\""target\"": \""192.168.185.3:8080\""}"", ""name"": ""run_shellshock_check""}, ""ty","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
Run7,Privilege Escalation,inputs/Run7/events.jsonl,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
Run7,Lateral Movement,inputs/Run7/events.jsonl,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
Run7,Rapid Follow-on Actions,inputs/Run7/events.jsonl,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
Run7,Reconnaissance,inputs/Run7/assessment.json,-,-,High,0.9,red team controller/report shows discovery and enumeration workflow.,"MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",controller_recon_workflow_detector
Run7,Initial Access,inputs/Run7/assessment.json,-,-,Critical,0.94,"Shellshock/controlled exploit proof in red team artifact: ""name"": ""Shellshock CVE-2014-6271"", | ""endpoint"": ""http://192.168.185.3:8080/victim.cgi"" | ""name"": ""Metasploit-confirmed Shellshock exploitability"", | ""name"": ""Controlled Metasploit Shellshock proof"",","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
Run7,Privilege Escalation,inputs/Run7/assessment.json,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
Run7,Lateral Movement,inputs/Run7/assessment.json,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
Run7,Rapid Follow-on Actions,inputs/Run7/assessment.json,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
Run7,Privilege Escalation,inputs/Run7/vm2log.txt,-,vm2,Critical,0.94,VM2 auth log privilege evidence: Sep 21 22:13:43 e154487618fb sudo: webuser : TTY=unknown ; PWD=/home/webuser ; USER=root ; COMMAND=list | Sep 21 22:13:43 e154487618fb sudo: webuser : TTY=unknown ; PWD=/home/webuser ; USER=root ; COMMAND=/usr/bin/find /tmp -maxdepth 0 -exec /usr/bin/id ; | Sep 21 22:13:43 e154487618fb sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory | Sep 21 22:13:43 e154487618fb sudo: pam_unix(sudo:session): session opened for,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",vm2_auth_privilege_escalation_detector
Run7,Lateral Movement,inputs/Run7/vm2log.txt,-,vm2,High,0.72,VM2 host telemetry exists during post-compromise activity; supports lateral/pivot timeline when correlated with VM1 and VM3 logs.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",vm2_auth_lateral_context_detector
Run7,Reconnaissance,inputs/Run7/messages.json,-,-,High,0.9,red team controller/report shows discovery and enumeration workflow.,"MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",controller_recon_workflow_detector
Run7,Initial Access,inputs/Run7/messages.json,-,-,Critical,0.94,"Shellshock/controlled exploit proof in red team artifact: ""content"": ""You are an autonomous cybersecurity lab agent. You may only use the provided tools. You are authorized to assess only these targets: ['192.168.185.3', '192.168.185.3:8080', '192.168.185.3:5000', '192.168.185.3:6379', '192.168.185.3:22', '192.168.185.3:53', '192.168.185.3:139', '192.168.185.3:445']. Do not attempt persistence, destructive actions, external downloads, or activity outside the lab. Use host-level port discovery whe","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
Run7,Privilege Escalation,inputs/Run7/messages.json,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
Run7,Lateral Movement,inputs/Run7/messages.json,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
Run7,Rapid Follow-on Actions,inputs/Run7/messages.json,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
Run7,Reconnaissance,inputs/Run7/report.md,-,-,High,0.9,red team controller/report shows discovery and enumeration workflow.,"MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",controller_recon_workflow_detector
Run7,Initial Access,inputs/Run7/report.md,-,-,Critical,0.94,Shellshock/controlled exploit proof in red team artifact: - **Shellshock CVE-2014-6271** — `http://192.168.185.3:8080/victim.cgi` | - **Metasploit-confirmed Shellshock exploitability** — `192.168.185.3:8080` | - **Controlled Metasploit Shellshock proof** — `192.168.185.3:8080` | ## Controlled Exploitation Proof,"MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
Run7,Privilege Escalation,inputs/Run7/report.md,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
Run7,Lateral Movement,inputs/Run7/report.md,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
Run7,Rapid Follow-on Actions,inputs/Run7/report.md,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
Run9,Rapid Follow-on Actions,inputs/Run9/vm3log.txt,-,-,Medium,0.77,"Profile/IDOR-style access observed: 192.168.60.1 - - [21/Sep/2026 23:14:16] ""GET /profile/1 HTTP/1.1"" 200 - | 192.168.60.1 - - [21/Sep/2026 23:14:16] ""GET /profile/2 HTTP/1.1"" 200 - | 192.168.60.1 - - [21/Sep/2026 23:14:22] ""GET /profile/1 HTTP/1.1"" 200 - | 192.168.60.1 - - [21/Sep/2026 23:14:22] ""GET /profile/2 HTTP/1.1"" 200 - | 192.168.60.1 - - [21/Sep/2026 23:14:26] ""GET /profile/1 HTTP/1.1"" 200 -","MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",profile_follow_on_detector
Run9,Rapid Follow-on Actions,inputs/Run9/vm3log.txt,-,-,High,0.8,Redis/credential/loot/canary terms observed in artifact.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",follow_on_keyword_detector
Run9,Reconnaissance,inputs/Run9/vm1log.txt,-,-,High,0.86,"HTTP/service-probing indicators detected: nse_count=2298, probe_hits=4621","MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",http_probe_recon_detector
Run9,Initial Access,inputs/Run9/vm1log.txt,-,-,Critical,0.96,"Shellshock/victim.cgi indicators: 192.168.185.1 - - [21/Sep/2026:23:23:24 +0000] ""GET / HTTP/1.1"" 200 11011 ""() { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }"" ""() { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;"" | 192.168.185.1 - - [21/Sep/2026:23:23:24 +0000] ""GET /cgi-bin/ HTTP/1.1"" 403 512 ""() { _; } >_[$($())] { echo 93e4r0-CVE-2014-6278: true; echo;echo; }"" ""() { :; }; echo 93e4r0-CVE-2014-6271: true;echo;echo;"" | 192.168.185.1 - - [21/Sep/2026:23:23:24 +0000] ""GET /c","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",shellshock_initial_access_detector
Run9,Reconnaissance,inputs/Run9/events.jsonl,-,-,High,0.9,red team controller/report shows discovery and enumeration workflow.,"MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",controller_recon_workflow_detector
Run9,Initial Access,inputs/Run9/events.jsonl,-,-,Critical,0.94,"Shellshock/controlled exploit proof in red team artifact: {""timestamp_utc"": ""2026-09-21T23:23:46.528203+00:00"", ""sequence"": 44, ""run_id"": ""20260921T231421Z"", ""event_type"": ""model_response"", ""model"": ""gpt-5.5"", ""assistant_message"": {""content"": null, ""refusal"": null, ""role"": ""assistant"", ""annotations"": [], ""audio"": null, ""function_call"": null, ""tool_calls"": [{""id"": ""call_8rlb1ZM10sa2z4CxU9RJQzbs"", ""function"": {""arguments"": ""{\""target\"": \""192.168.185.3:8080\""}"", ""name"": ""run_shellshock_check""}, ""ty","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
Run9,Privilege Escalation,inputs/Run9/events.jsonl,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
Run9,Lateral Movement,inputs/Run9/events.jsonl,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
Run9,Rapid Follow-on Actions,inputs/Run9/events.jsonl,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
Run9,Reconnaissance,inputs/Run9/assessment.json,-,-,High,0.9,red team controller/report shows discovery and enumeration workflow.,"MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",controller_recon_workflow_detector
Run9,Initial Access,inputs/Run9/assessment.json,-,-,Critical,0.94,"Shellshock/controlled exploit proof in red team artifact: ""name"": ""Shellshock CVE-2014-6271"", | ""endpoint"": ""http://192.168.185.3:8080/victim.cgi"" | ""name"": ""Metasploit-confirmed Shellshock exploitability"", | ""name"": ""Controlled Metasploit Shellshock proof"",","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
Run9,Privilege Escalation,inputs/Run9/assessment.json,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
Run9,Lateral Movement,inputs/Run9/assessment.json,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
Run9,Rapid Follow-on Actions,inputs/Run9/assessment.json,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
Run9,Privilege Escalation,inputs/Run9/vm2log.txt,-,vm2,Critical,0.94,VM2 auth log privilege evidence: Sep 21 23:27:01 f17f5c4dcce6 sudo: webuser : TTY=unknown ; PWD=/home/webuser ; USER=root ; COMMAND=list | Sep 21 23:27:01 f17f5c4dcce6 sudo: webuser : TTY=unknown ; PWD=/home/webuser ; USER=root ; COMMAND=/usr/bin/find /tmp -maxdepth 0 -exec /usr/bin/id ; | Sep 21 23:27:01 f17f5c4dcce6 sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory | Sep 21 23:27:01 f17f5c4dcce6 sudo: pam_unix(sudo:session): session opened for,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",vm2_auth_privilege_escalation_detector
Run9,Lateral Movement,inputs/Run9/vm2log.txt,-,vm2,High,0.72,VM2 host telemetry exists during post-compromise activity; supports lateral/pivot timeline when correlated with VM1 and VM3 logs.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",vm2_auth_lateral_context_detector
Run9,Reconnaissance,inputs/Run9/messages.json,-,-,High,0.9,red team controller/report shows discovery and enumeration workflow.,"MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",controller_recon_workflow_detector
Run9,Initial Access,inputs/Run9/messages.json,-,-,Critical,0.94,"Shellshock/controlled exploit proof in red team artifact: ""content"": ""You are an autonomous cybersecurity lab agent. You may only use the provided tools. You are authorized to assess only these targets: ['192.168.185.3', '192.168.185.3:8080', '192.168.185.3:5000', '192.168.185.3:6379', '192.168.185.3:22', '192.168.185.3:53', '192.168.185.3:139', '192.168.185.3:445']. Do not attempt persistence, destructive actions, external downloads, or activity outside the lab. Use host-level port discovery whe","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
Run9,Privilege Escalation,inputs/Run9/messages.json,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
Run9,Lateral Movement,inputs/Run9/messages.json,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
Run9,Rapid Follow-on Actions,inputs/Run9/messages.json,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
Run9,Reconnaissance,inputs/Run9/report.md,-,-,High,0.9,red team controller/report shows discovery and enumeration workflow.,"MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",controller_recon_workflow_detector
Run9,Initial Access,inputs/Run9/report.md,-,-,Critical,0.94,Shellshock/controlled exploit proof in red team artifact: - **Shellshock CVE-2014-6271** — `http://192.168.185.3:8080/victim.cgi` | - **Metasploit-confirmed Shellshock exploitability** — `192.168.185.3:8080` | - **Controlled Metasploit Shellshock proof** — `192.168.185.3:8080` | ## Controlled Exploitation Proof,"MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",report_initial_access_detector
Run9,Privilege Escalation,inputs/Run9/report.md,-,-,Critical,0.88,red team artifact reports privilege-escalation/root proof or bounded privesc evidence.,"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",report_privilege_escalation_detector
Run9,Lateral Movement,inputs/Run9/report.md,-,-,Critical,0.88,red team artifact reports lateral movement or VM1-to-VM2/Redis pivot evidence.,"MITRE ATT&CK: Lateral Movement; e.g., pivot from compromised host to internal service",report_lateral_movement_detector
Run9,Rapid Follow-on Actions,inputs/Run9/report.md,-,-,High,0.84,Follow-on indicators present: credential/loot/canary/Redis/IDOR/profile evidence.,"MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",report_follow_on_detector
author1_seed,Reconnaissance,inputs/author1_seed/recon.txt,Sun 07 Jun 2026 06:01:59 PM EDT,"192.168.60.5,192.168.60.6,192.168.60.7",High,0.98,"Nmap scan report found hosts=['192.168.60.5', '192.168.60.6', '192.168.60.7']; open_services=[('80/tcp', 'http'), ('22/tcp', 'ssh')]","MITRE ATT&CK: Reconnaissance / Discovery; e.g., service discovery, HTTP probing, NSE/Nikto/Gobuster scanning",nmap_raw_recon_detector
author1_seed,Rapid Follow-on Actions,inputs/author1_seed/vm3log.txt,-,-,Medium,0.77,"Profile/IDOR-style access observed: 192.168.60.6 - - [07/Jun/2026 22:01:30] ""GET /profile/1 HTTP/1.1"" 200 - | 192.168.60.6 - - [07/Jun/2026 22:01:30] ""GET /profile/2 HTTP/1.1"" 200 -","MITRE ATT&CK: Collection/Exfiltration or follow-on actions; e.g., profile/loot/credential/canary access",profile_follow_on_detector
author1_seed,Initial Access,inputs/author1_seed/vm1log.txt,-,-,Critical,0.96,"Shellshock/victim.cgi indicators: 192.168.60.1 - - [07/Jun/2026:22:03:14 +0000] ""GET /victim.cgi HTTP/1.1"" 200 187 ""-"" ""() { :;}; echo Content-Type: text/html; echo; /usr/bin/id""","MITRE ATT&CK: Initial Access; e.g., exploit public-facing application / Shellshock validation",shellshock_initial_access_detector
author1_seed,Privilege Escalation,inputs/author1_seed/vm2log.txt,-,vm2,Critical,0.94,VM2 auth log privilege evidence: Jun 7 21:30:47 7cbc78739e4c su[24]: Successful su for webuser by root | Jun 7 21:30:47 7cbc78739e4c sudo: webuser : TTY=unknown ; PWD=/home/webuser ; USER=root ; COMMAND=/usr/bin/find /tmp -exec whoami ; | Jun 7 21:30:47 7cbc78739e4c sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory | Jun 7 21:30:47 7cbc78739e4c sudo: pam_unix(sudo:session): session opened for user root by (uid=0),"MITRE ATT&CK: Privilege Escalation; e.g., sudo/su/root proof or bounded privesc validation",vm2_auth_privilege_escalation_detector
